微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
IsZIAt9gZ,南充报道,男,四川,1899,69029,南充报道:【#航拍疫情下的潮州# 这座小城从未如此安静过】2020年的这个春节，因为新型冠状病毒疫情，广东潮州以往人山人海的景象已不再。如今路上只有稀疏的车辆，街上只有零星戴口罩谋生的行人，这座小城从未如此安静过。希望在不久的将来，人们可以不再戴口罩上街，重现往日的生机。@山海SilenceW  #城内城外# http://t.cn/A6PE1NO4 ,无,2020-02-06 22:56,HUAWEI P30 Pro,1,0,0,无
IsZIz1Cx3,翼-lnz,男,湖北,95,62,翼-lnz:听说今天关于随州疫情今晚上央视，特意打开电脑搜直播看，然后开头就介绍了广水政府的求救信，心想广水应该会得到很大的帮助吧，却着实被随州市长的采访给秀到了。白岩松采访中间特意提到了广水，然后他的整个回答过程一句广水都没有提到，问他需不需要帮助，白岩松都替他说的着急，采访最后还特意给他圆了一句12月才上任。唉，谁来拯救我的大广水 ,无,2020-02-06 22:56,小米8 SE,6,1,4,无
IsZIy5xHz,星空上的梧桐树,女,福建,557,182,星空上的梧桐树:这几天都在一线值守，有时候我会庆幸在这此地还是安全的，但我可以想象在武汉的人们因为疫情过得是有多么水深火热，不止是每天早上起床看到的新增死亡数字，是一个个鲜活的生命在这个科技相对发达的时代，还会在无助中死去，或许因为年老病重，甚至因为放弃救治或无法得到救治，有多少人直接面对亲人的死去。然而，在一线千千万万的人，可以想象却无法体会他们有多累，他们很伟大！这场疫情明显是人祸，是每个火花都飞聚在一起，来了一场避之不急的大火。此刻我只想问问，还要多久，还要付出什么代价，这是一场诅咒吗？ 原图 ,无,2020-02-06 22:56,iPhone客户端,1,0,0,无
IsZIuzNiZ,河南法制报,男,河南,605,250405,河南法制报:【不敢相信这是真的！ 一起为李文亮医生祈祷！】据《生命时报》报道，李文亮医生因感染新型冠状病毒肺炎，于2月6日晚病逝。我们不愿相信也不敢相信这是真的……祈祷奇迹出现！祈祷一定把他抢救回来！据悉，李文亮是武汉市中心医院的一名眼科医生，因最早于2019年12月30日向外界发出防护预警，而被称为疫情“吹哨人”。2月1日，李文亮在自己的微博上公布了其确诊新型冠状病毒肺炎的消息。 ⑥ [组图共2张] 原图 ,无,2020-02-06 22:55,HUAWEI Mate 10,60,15,25,无
IsZIsuaqa,烟雨楼百年孤独,男,浙江,2771,435407,烟雨楼百年孤独:【23岁女医生骑自行车4天3夜 辗转300公里回武汉抗击疫情】#骑自行车辗转300公里抗疫#近日，23岁女医生甘如意骑行4天3夜返回武汉抗击疫情的消息走红。因单位人力不足，1月31日，甘如意从老家荆州市一村庄赶回单位上班，但铁路停运又无私家车，她只能靠手机导航骑自行车，辗转300公里。终于在2月3日18时赶到单位，次日上班。  http://t.cn/A6P3reRX ,无,2020-02-06 22:55,iPhone X,8,1,1,无
IsZIr3WY6,吉林台郝峰,男,吉林,961,628920,吉林台郝峰:【李文亮医生因新冠肺炎于6日晚去世】#李文亮医生因新冠肺炎去世##被训诫武汉医生李文亮确诊新冠肺炎# 《环球时报》记者6日晚从多个消息源了解到，武汉市中心医院医生李文亮因新冠病毒感染的肺炎于当日病逝。李文亮此前曾在微信群发布关于华南海鲜市场疫情的信息，之后因“在互联网发布不实言论”被辖区派出所训诫。2月1日上午10时41分，李文亮在自己的微博上公布了其确诊新型冠状病毒肺炎的消息。 原图 ,无,2020-02-06 22:55,无,20,0,3,无
IsZIq9aRn,时光的烟雨沉淀着清香,女,河南,617,859,时光的烟雨沉淀着清香:已关注￼一句情感精选02-06 20:44知名情感达人已关注这个春节假期很长、很特别。人人戴着口罩的归途，众说纷纭的社交网络，困在屋子不能外出，计划被打乱，生活陷入无序，心情时刻被远方的信息牵动，情绪崩溃，愤怒或者难过……经历了这一切的你，还好吗？对许多人来说，过去这半个月，可能是这一辈子遇到过最大的事。但不管是彷徨还是无助，1月过去，2月到来。疫情还未结束，但生活总归要继续。在这场突如其来的灾难面前，很多人可能开始反思，自己最在乎什么，什么样的人生是自己真正想过、值得过的？我们无法真正地重启 2020，但每个人都有机会重启自己的生活#人生第一次我们这样过年# http://t.cn/R0QhV0T 显示地图 原图 ,http://t.cn/R0QhV0T,2020-02-06 22:55,HUAWEI Mate 20,0,0,0,无
IsZIpxszV,唔是妳,女,广东,20,32,唔是妳:泡脚打卡咯~🙋今日早中：水煮娃娃菜（无油无盐）+红薯+两个鸡蛋白+车厘子还有一丢丢🍎 加餐：一杯黑咖+一杯蜂蜜水（还有大量温水）晚：车厘子今天算是轻断滴一天啦，现在有丢丢饿了，但有一点还是好，晚上饿的时候就早点洗漱刷牙，我刷牙后是坚决不会再吃任何东西啦🤓🤓下午到超市屯粮，不到万不得已是真的不想出门，街上安静的可怕，超市也比平日里冷清许多，各种货架都空空落落，真的有点恐慌有一种末日滴感觉 好好宅家，不给祖国添乱，为自己为家人，最好悄咪咪的瘦下来，疫情过后让人眼前一亮，做最靓滴崽加油加油加油！！！ [组图共4张] 原图 ,无,2020-02-06 22:55,小米Note 3 拍人更美,0,0,0,无
IsZIokUDE,德州发布,男,山东,305,717581,德州发布:德州工信局朱庆：“狠心妈妈”舍下1岁儿子，驱车1600公里取回“救命刀片”2月3日，一则“全德州人牵挂的‘救命刀片’拿回来了”的消息被多家媒体转发。战疫关键时刻，因超负荷运转，德州唯一的一家口罩生产企业设备“卡壳”，我市工信系统4名工作人员驱车20个小时、行程1600多公里，来到豫鄂交界处，取回企业急需的“救命刀片”。朱庆即是4名工作人员之一，消息发出后，熟悉她的同事朋友纷纷转发点赞，“身边平凡中的伟大，危急时刻挺身而出，勇于担当的女干部” “迎难而上，逆向而行，为朱庆点赞”……2月4日，记者拔通了朱庆的电话，她说：“不好意思，手头还有些工作没处理完，10分钟后给您打回去。”聊起主动请缨取 “救命刀片”的原因，朱庆说：“当时那种情况下，无论是谁，都会选择前往。更何况，我是一名党员，冲锋在前，义不容辞。”33岁的朱庆有12年党龄。家人清晰记得，年前，朱庆天天早出晚归，从初一起，她就再也没与家人团聚过。朱庆所在的消费品产业科，直接对口防疫物资生产企业，负责为企业解决大大小小的难题。疫情发生后，他们第一时间摸清了相关企业情况。找政府、部门、企业，反反复复跑腿、打电话，帮企业解决原材料、工人力量不足等问题，督促企业尽快恢复生产。朱庆和同事常常忙得下午4点才能吃上午饭，凌晨一两点才能回家，第二天早晨8点又得重返工作岗位。大年初一，考虑到工作繁忙、家人安全等因素，朱庆提出，与家人分开住。她狠心给1岁的儿子断奶，交由公婆照顾；6岁的女儿交由丈夫照顾。朱庆说。 “战疫关键时刻，容不得我们这些应急物资保障‘后勤兵’有一丝分心。如果不 ‘狠心’与孩子分开，他们一定天天念叨妈妈，自己也会控制不住要回家看看。”朱庆是市疫情防控领导小组应急保障组的成员，她比别人更清楚医疗物资供应充足的意义。得知企业刀片损坏后，经省市领导协调帮助，她积极对接刀片生产厂家，联系当地和外地的机械加工企业，想尽一切办法，却始终未果。“开车去取刀片”的决定做出后，朱庆想也没想，便报名请求前往。“前期关于口罩生产企业的所有工作，都是我来做的，相关情况我最熟悉。我不去，谁去？”她说。去程整整用时11个小时，期间，得随时听候省工信厅的指令、协调仙桃市经信局，朱庆打出、接听了不下30多个电话。直到把刀片送到企业负责人手中，她才长舒了一口气。现在，居家隔离的朱庆仍是天天闲不住，利用一部电脑、一部手机，调度防疫物资生产企业产能、帮企业解决突发难题，她说：“我要当好防疫战场上的‘后勤兵’，让更多的防疫物资投放战疫一线，为一线医生和病人送去希望。” [组图共2张] 原图 ,无,2020-02-06 22:55,HUAWEI P30,4,0,1,无
IsZInuqob,新京报我们视频,男,北京,957,13016892,新京报我们视频:【黑心商贩#卖7万支7年前口罩被抓# 民警抓捕现场上演灵魂三连怼】2月4日，上海市青浦警方将涉嫌销售不符合标准医用器材的嫌疑人时某抓获。经调查，时某通过网络将2013年生产的7万余只无牌口罩出售给他人，获利2万余元。在抓捕现场，时某还试图狡辩，民警上演灵魂三连怼。#聚焦新冠肺炎疫情#@青浦警坛 http://t.cn/A6P1alFv ,无,2020-02-06 22:55,微博 weibo.com,829,76,218,无
IsZIn9PgF,早睡早起身体棒a,女,其他,178,594,早睡早起身体棒a:大概下午睡的原因没有一丝睡意，翻看以前不久之前的照片，感觉时间过得好快，2020年突如其来的疫情什么时候能早点结束，人生第一次经历，整个城市都荒了，从未有过的冷清，大家都躲在家里，偶尔出来屯粮草，真的感到怕了，非典时候也未如此，等早早长大到可以明白这种事情的时候一定要讲给他听，生命和自由的重要，反正我是慌了，就希望能早日过去，每天都奔波去值班啊的老爹真的是辛苦了，为了不让疫情扩散而努力着，为了家人能有新鲜饭菜而辛劳着。 ,无,2020-02-06 22:55,iPhone客户端,1,0,0,无
IsZImC73V,中科大胡不归,男,安徽,689,2481881,中科大胡不归:http://t.cn/A6P1al93重庆：抗击疫情催生“线上复工”新华社发布时间：02-0616:17新华社官方帐号新华社重庆2月6日电（记者黄兴）“今天开始线上远程上班，满满的充实感……”在重庆两江数字经济产业园内一家互联网公司上班的杨女士近日在微信朋友圈感慨道。重庆两江数字经济产业园共有上百家互联网相关企业，聚集了大量从业者。为防控疫情，近日该园区号召企业减少人群聚集、依托信息化手段“线上办公”，并严格限制园区内人员进出，所有进入园区人员均需测量体温。作为园区企业，阿里云创新中心（重庆）已在几天前实现线上复工。“我们现在能不去办公室就不去办公室，所有事项在网上处理，员工还要针对健康状况进行打卡，目前公司有序运转、业务如常进行。”企业相关负责人曹麟说。受疫情影响，许多无法正常复工的企业线下没有客源，又不具备线上获客能力，面临营收和成本两方面的压力。总部位于重庆的猪八戒网，近日宣布在线集结万名专业人才，通过猪八戒网平台为10万家企业提供“免见面”服务，可在企业和供应商不见面的前提下，实现服务采购全流程线上进行，可有效帮助企业开展线上复工运营，并特别为湖北企业提供针对性的帮扶政策。此外，随着字节跳动、腾讯、阿里等互联网公司纷纷免费开放旗下办公套件功能，也有效助力重庆企事业单位实现远程办公。“平时我们的工作有一部分就是在线上，现在则把原先需要线下协同的工作也转移到线上。依托远程办公软件的支持，我们的工作效率和在公司差别不大。”重庆一家网络科技公司负责人说。企业“线上复工”，政务也加速“上云”。在重庆，一些地方加快驱动“数据多跑腿”，以方便企业和公众。江北区政务服务办主任龚继荣告诉记者，江北区各级政务服务中心已暂停提供线下窗口服务，倡导和推行网上办理、掌上办理和预约办理多种方式，企业和公众办事不受影响。（完） ,无,2020-02-06 22:55,微博 weibo.com,4,0,0,无
