微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,content,发布时间,点赞数,转发数,评论数
IrgTGiG2d,948交通广播,女,其他,190,48123,948交通广播:#武汉新型冠状病毒肺炎疫情防控# 【各地援汉医务人员和防疫、民生物资乘火车陆续抵汉】  （通讯员 孟立）近日，各地支援的防疫急需物资和援汉医疗人员纷纷搭乘火车抵达武汉，中国铁路武汉局集团有限公司（以下简称武铁）运输、调度、客运等部门24小时防疫值班，密切联系湖北省、武汉市卫健委等部门，及时掌握防疫物资运输动态。武汉地区各站值守人员坚守岗位，开辟置绿色通道优先安排各地来汉医疗人员和应急防疫、民生物资运输，全力做好运力保障和到站转运服务。1月25日22时30分，江苏、浙江两省首支紧急医疗专家团队共350人，随车携带近1500余件计12吨防疫药品、防护服、口罩等防疫物资和行李乘G1745次抵达武汉站。武铁迅速开启绿色通道运输机制，调度部门将列车临时停靠在最外侧站台，方便8辆接送医疗专家团队和物资器械的大客车“无缝转运”， 方便援汉医疗人员快速出行。30余名管理人员和客运留守人员组成党团员突击队，使用8辆手推车半个小时左右将物资器械快速装上汽车。据悉，25日，郑州东—珠海的G545次、青海—长沙南的G287次、上海虹桥—长沙南的G1777次、烟台—长沙南的G1847等次列车，共搭载59箱药品、口罩等防疫物资运抵武汉站后，已转运到武汉各医院和防疫部门。在汉口站：1月26日7时50分，200箱医用口罩随K253次列车准时运达；11时28分，1300件装有防护服、口罩、鞋套等医疗物资随T181次列车到达…。武铁在快速转运援汉医疗人员和急需防疫物资的同时，各货运站同时快速转运抵达武汉的蔬菜、粮食、食用油等民生物资。武汉北、武昌东、襄阳北、平顶山东、等货运站优化各环节作业方案，优化货运列车集结、编组、挂运作业流程，采取优先接入、优先作业、优先挂运、优先开车，“四优先”方式，开辟卸车绿色货运通道，快速编运装有民生物资的货运列车。据悉，1月26日13时许，装有278吨的新鲜蔬菜专列已从成都运抵襄阳北车站，当天将一路绿灯开往武汉。随着各地援汉医疗人员和物资的陆续抵达，一列列火车成为各地连接武汉的纽带，武铁员工将坚守岗位，齐心协力将爱心接力传递。 ,2020/1/26 14:59,0,0,0
IrgTG0Dot,健忘村的啥子,男,北京,42,20,健忘村的啥子:#微信散布疫情谣言或被永久封号#这是要把说谎垄断的节奏  ,2020/1/26 14:59,0,0,0
IrgTG0YQx,欣欣啊817,女,重庆,117,31,欣欣啊817:足不出户，了解最新疫情情况，锁定新闻频道直播，保护好自己，照顾好家人，尽量不要出门，注意卫生！ 重庆·垫江县  显示地图 原图 ,2020/1/26 14:59,0,0,0
IrgTG2E33,Ref_Clouds,女,海外,437,81,Ref_Clouds:#116名新加坡抵杭武汉旅客近况##浙江人民拒绝空投# 请看看浙江吧❗我们难道不是一级响应最早的？难道不是默默送大量医疗物资送我们最好的医疗队最勤快的？总是等浙江鞠躬尽瘁完了反而去受罪？？没有不支援不关心疫情严重地的意思，但我也不觉得所谓的经济实力强医疗条件好就该无限制的承受这么多可能的病人非常时期我们的物资也紧缺得不行，就我们普通市民口罩消毒水都售罄，那医院里就更急迫了！在第二疫情区的现实面前，请不要再给浙江加更重的负担了，拒绝更多的空投❗ 原图 ,2020/1/26 14:59,41,3,5
IrgTF7jzT,爱撸铁的骨匠,男,山东,659,542503,爱撸铁的骨匠:#大年初一全国票房仅181万# 真心觉得181万不少了，在全国新型肺炎如此严峻的疫情面前，要啥自行车啊。在家是不是客厅走了卧室躺，太无聊了？都这么无聊的情况下，为啥还没人给你发信息聊天？你品，你细品....（提供个下载高分电影的地儿吧：http://t.cn/E6Oj6hp ）#传染病学专家表示疫情已刻不容缓# 说正事，刚刚看同学的圈，口腔科的战友们注意了 [组图共2张] 原图 ,2020/1/26 14:59,150,18,21
IrgTEfWM5,树本狮山,男,广东,422,71626,树本狮山:【即日起，进出佛山的跨省客运班车和旅游包车全部停运！】为进一步严控新型冠状病毒感染的肺炎通过道路客运传播，全力做好我市道路客运疫情防控工作，坚决遏制疫情蔓延，经市防控办研究决定，从1月26日零时起，我市进出佛山的跨省客运班车和旅游包车全部暂停营运，市、区交通运输管理部门将指导客运站场为旅客做好免费退票和宣传解释工作。跨省客运班车、旅游包车恢复营运时间将另行通告，由此给广大市民、旅客带来的不便，敬请谅解。http://t.cn/A6Ptj7B4 ,2020/1/26 14:59,0,0,0
IrgTEej2U,looleee-啰哩哥,男,北京,900,383305,looleee-啰哩哥:安安静静宅家里最安全，实在无聊的可以挤痘痘去。科普下，我们能挤出里的白色分泌物其实是皮脂腺分泌物，是人都会有黑头和角栓，只是分泌量决定多少的问题。减少黑头痘痘的办法：一、饮食清淡，作息规律，多喝水多吃水果。二、做好皮肤清洁，洗干净脸，定期使用清洁面膜。三、可使用改善油脂分泌溶解油脂减少黑头的酸类护肤品，A酸，果酸，乳酸，水杨酸都是。#黑头##有种挤痘痘般的舒适感##防控疫情我们在一起# [组图共3张] 原图 ,2020/1/26 14:59,15,1,10
IrgTDCBIc,揭阳星空网,男,广东,289,142382,揭阳星空网:【汕头收回交通管制通告 不会限制车辆、船只、人员、物资的进出】1月26日13点，汕头市新型冠状病毒感染的肺炎疫情防控指挥部再次发布通告称，汕头已经确诊2例新型冠状病毒感染的肺炎病例。为有效切断病毒传播途径，确保人民群众生命安全，自1月26日14时起，全市营运的客车、公交、出租车、轮渡进行消毒，消毒工作完成后继续正常运营。我们将加强对流动人员的疫情监测和防控，但不会限制车辆、船只、人员、物资的进出。1月26日上午10点半左右，汕头市新型冠状病毒感染的肺炎疫情防控指挥部曾发布消息称，自1月27日0时起，禁止车辆、船只、人员进入汕头市，目前这一通告已被收回。 ,2020/1/26 14:59,0,0,1
IrgTD4lHs,动听968,男,浙江,337,231076,动听968:【#山东暂停省际班车客运#】记者今天（26日）从山东省交通运输厅获悉：目前，山东省已经启动重大突发公共卫生事件一级响应，为全力做好道路客运防疫管控，坚决遏制通过客车传播疫情，按照交通运输部和山东省新型冠状病毒感染的肺炎疫情处置工作领导小组的要求，通知如下：除政府指令及疫情防控工作需要，从即日起，山东省全面暂停省际班车客运、省际包车客运和市际包车客运，恢复时间根据疫情发展情况另行通知。市际班车客运要实施严格的检疫、消毒、通风措施，并做好台账记录。客运站未配齐体温检测设施设备的，不得发送市际客运班车。各市交通运输部门要指导客运企业、客运站为乘客做好免费退票服务和宣传解释工作。（央视）#抗击疫情 共克时艰# 原图 ,2020/1/26 14:59,1,0,0
IrgTCsEh2,天山网,女,新疆,1439,1489744,天山网:#疫情防控动态# 【配合防控！新疆多地景区暂停营业】1月25日，为配合目前疫情防控工作的需要，保障游客和人民群众的身体健康和生命安全，新疆多地景区发布暂停营业公告，对已通过网络预购票的游客，将从原有付款渠道全额退款。　　据了解，位于乌鲁木齐县的丝绸之路国际度假区、乌鲁木齐白云国际滑雪场以及位于阿勒泰的将军山滑雪场均已停止营业，并承诺已购票游客可免费退票，丝绸之路国际度假区承诺购买雪季卡、学生卡和观光卡的游客，可按照关闭时间顺延使用时间。　　乌鲁木齐天山大峡谷景区、新疆喀纳斯、禾木、白哈巴景区、江布拉克景区、伊吾胡杨林生态园景区、赛里木湖景区、五家渠市青湖御园度假村均于1月24日至25日起暂时关闭，并停止一切文旅活动，恢复开放时间另行公告，各地景区还公布了票务服务热线方便游客退票。天山天池景区、那拉提景区也已暂时关闭。　　此外，记者从吐鲁番市文化体育和旅游局获悉，当地按照上级安排，已下放通知，该市辖区内所有景区已在1月25日前暂时关闭，购票游客可全额退款。（记者 王晶晶） 原图 ,2020/1/26 14:59,10,7,0
IrgTA4EpB,加冰狂魔,女,甘肃,950,1912,加冰狂魔:一觉醒来确诊从1上升到20，但是因为腊月27开始我除了买口罩就没出过门，家里粮油储备虽然多菜却不够吃了，只能全副武装去逛一逛超市。此时距封城已48小时。P1:街上几乎看不到行人，只有连锁便利店和水果店还在营业，其他门市紧闭。P23:超市在入口安排了两个工作人员检测体温，扶手电梯尽头放置了一个酒精消毒湿巾的自取处。超市内100%顾客和工作人员都佩戴了口罩，另一家规模稍小的超市直接张贴了声明拒绝未佩戴口罩的顾客入内。P45:超市供应正常，菜价属于正常的年节菜价。P6:街上每5-10米就张贴有省政府的公告。P7:原计划过年正常营业的店铺受疫情影响闭门休假。P8:药店口罩依然缺货，同时还有很多市民上门咨询是否有口罩出售。一个没有戴口罩的青年男人一直走在我前面，他进门问一声有没有，看到他空手而归我和旁边几个市民也就不进店了。他手里拎了一个沃尔玛的塑料袋，估计是从2km外的万达一路问过来的。P9:最后我在一个私人小超市买了一盒这种口罩，30元50片。没有生产厂商信息，打开甚至没有塑封包装，只能说聊胜于无。路上有两个行人在对谈，昨天20元十个的口罩，今天涨价到25元十个，还要限购。 [组图共9张] 原图 ,2020/1/26 14:59,5,0,7
IrgTyjVnQ,老丁的思维乐园,男,山东,48,784,老丁的思维乐园:#抗击新型肺炎第一线# 今天出门到超市购买必需品，刚踏进门就引来无数异样的目光，我发现就我自己没有戴口罩。不管三七二十一直奔所需物品区，结账走人。所到之处，人人闪避。自己不戴口罩，别人都带，哈哈，也挺安全的。其实，疫情时期出门散散步，爬爬山也挺好的，不必谈虎色变。 http://t.cn/z8y042e 显示地图 ,2020/1/26 14:59,4,0,0
IrgTyiIGY,分析师杨晓磊,男,上海,612,308754,分析师杨晓磊:还有人担心延长一周假期会导致医疗物资短缺的，真是对我朝资源调动能力太不了解14:38　【白云山：广药集团下属企业加班生产 重点保证湖北疫情地区的药品供应】财通社01月26日讯， 从白云山(600332)获悉，广药集团下属企业都在加班生产，其中白云山板蓝根、花城抗病毒口服液、光华小柴胡、清开灵、口炎清、安宫牛黄丸、头孢类抗菌消炎药等销量较大的药品，确保药品供应，并重点保证湖北疫情地区的药品供应。此外，广药集团旗下的健民医药、采芝林等零售药店都照常营业，对有需要的药品做好储备。不提价，不停工。 ,2020/1/26 14:59,61,3,13
IrgTy0jJX,你能不能多见见世面,男,北京,273,4145225,你能不能多见见世面:#新型冠状病毒肺炎最新情况#【共同战“疫”！直播疫情最新情况！】今天下午3时，国新办举行新闻发布会介绍疫情联防联控工作有关情况；湖北省今天下午还将召开新闻发布会介绍疫情防控工作。疫情最新情况、多方驰援湖北，直播↓↓http://t.cn/A6PtuiGH关注新浪新闻，#疫情地图#实时更新中：http://t.cn/A6PwArW7 ,2020/1/26 14:59,4,0,0
IrgTxsiZr,共青团大连市委,男,辽宁,883,38901,共青团大连市委:【#广东公共场所不戴口罩将被处罚#！广东发布严格防疫通告】26日，广东省新型冠状病毒感染的肺炎疫情防控指挥部办公室发布通告：各公共场所经营者、管理者应当要求进入其场所的人员佩戴口罩后方可进入其经营的公共场所，并在场所入口处设置醒目、清晰的佩戴口罩的提示；对未佩戴口罩进入场所者应当予以劝阻，对不听劝阻的人员依据《中华人民共和国传染病防治法》和《公共场所卫生管理条例》的规定向相关主管部门报告，由各相关主管部门按照各自职责依法处理。阻碍突发事件应急处理工作人员执行职务，触犯《中华人民共和国治安管理处罚法》，构成违反治安管理行为的，由公安机关依法予以处罚；构成犯罪的，依法追究刑事责任。#正月十五前武汉疫情可能出现拐点# [组图共2张] 原图 ,2020/1/26 14:59,10,2,1
IrgTxoF3M,明日头条,男,北京,153,1221124,明日头条:#新型冠状病毒肺炎最新情况#【共同战“疫”！直播疫情最新情况！】今天下午3时，国新办举行新闻发布会介绍疫情联防联控工作有关情况；湖北省今天下午还将召开新闻发布会介绍疫情防控工作。疫情最新情况、多方驰援湖北，直播↓↓http://t.cn/A6PtuiGH关注新浪新闻，#疫情地图#实时更新中：http://t.cn/A6PwArW7 ,2020/1/26 14:59,2,0,0
IrgTx7I3D,清新雨城,女,四川,514,2498,清新雨城:【网上祭扫，缅怀亲人——防控新型冠状病毒肺炎新方式】为全力做好新型冠状病毒感染的肺炎疫情防控工作，保障村民朋友的身体健康，避免人员聚集引发交叉感染，1月26日（大年初二），草坝镇在幸福村、均田村、林口村、草坝村设置四个卡点，劝返前往黄家山公墓祭扫人员。同时，各村广泛张贴通知，提倡选择家庭追思、网上祭扫等方式缅怀亲人。截止目前，共劝返祭祀人员230余人。 [组图共2张] 原图 ,2020/1/26 14:59,1,0,0
IrgTt1jvJ,第一新闻,女,陕西,1363,4213976,第一新闻:【铜川境内多个高速出口封闭 加强疫情防控】#防控肺炎陕西在行动# 为加强疫情防控，落实铜川市突发公共卫生事件1级响应要求。1月26号，铜川境内高速公路除G65（新高速）新区出口、G6522（老高速）新区出口、宜君出口外，其余来铜出口暂时封闭。民警将对过往车辆进行逐车逐人登记排查，严防武汉返铜车辆。（陕西台记者夏飞） [组图共6张] 原图 ,2020/1/26 14:58,14,1,8
IrgTp9dO4,埇桥检察,女,安徽,423,3326,埇桥检察:【微信安全中心：对散布疫情谣言的账号进行限期或永久封禁处理】25日，微信安全中心发布《关于新型冠状病毒肺炎相关谣言专项治理的公告》。《公告》表示：目前已经引进专业第三方辟谣机构，对平台中的谣言进行辟谣，对违规的信息内容进行删除处理，并视其违规程度对违规帐号进行阶梯式处罚：包括但不限于对账号或账号功能进行限期或永久封禁处理。@央视新闻 http://t.cn/A6PtCNGV 原图 ,2020/1/26 14:58,1,0,0
